"customer_id_g","sessions","duration","page_view","product_view_distinct","last_active_date","last_purch_date","last_purch_to_last_active","this_purch_2_last_purch","purchase_number","search","search_bi","flag_policy_bi","flag_specials_bi","flag_a_bi","quoteback","cost1","email","store","call","other_channel","flag_sum","maincat1","esale","datecreated","grandtotal","cart","repeat_product_view_sessions","repeat_product_view_single_session","newSearch","purchase"
6340,1,0,1,1,2018-07-24 16:38:00,2018-07-24 00:15:01,0.68262431712963,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,1,"Old",0
6536,4,13,19,1,2018-05-08 20:59:00,2018-05-11 13:53:54,-2.70480274305556,NA,99,5,1,0,0,0,0,1750,0,0,0,0,0,10001,NA,NA,NA,0,1,4,"Old",0
6778,1,2,4,2,2018-07-05 20:41:00,2015-01-22 15:18:28,1260.22397827546,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,1,"Old",0
6939,6,2,5,1,2018-02-08 13:02:00,2012-10-23 13:27:19,1933.98240884259,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,3,3,"Old",0
7210,1,1,3,3,2018-10-25 16:57:00,2017-03-27 10:24:55,577.272280092593,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,2,"Old",0
7308,1,1,6,0,2018-06-22 16:30:00,2016-03-02 15:22:10,842.047095902778,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,0,0,"Old",0
7383,2,1,4,1,2018-08-10 15:48:00,2015-08-31 12:42:00,1075.12915675926,NA,99,2,1,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,1,"Old",0
7751,1,1,5,4,2017-11-06 16:51:00,2015-05-21 14:35:48,900.093880914352,NA,99,0,0,0,1,0,0,NA,0,0,0,0,1,99,NA,NA,NA,0,1,1,"Old",0
8097,1,0,1,1,2019-03-04 02:54:00,2013-01-28 16:01:44,2225.45295851852,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,1,"New",0
8123,2,5,7,0,2018-09-03 13:34:00,2016-05-31 12:13:04,825.056198796296,NA,99,3,1,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,0,0,"Old",0
8156,2,7,3,1,2018-05-11 16:10:00,2014-09-17 15:51:41,1332.01271675926,NA,99,0,0,0,0,1,0,NA,0,0,0,0,1,99,NA,NA,NA,0,2,2,"Old",0
8650,4,28,19,3,2019-02-09 15:38:00,2019-02-09 12:06:22,0.146964247685185,NA,99,0,0,0,0,0,1,NA,0,0,0,0,0,99,NA,NA,NA,0,4,4,"New",0
9125,2,0,1,1,2018-09-15 21:27:00,2015-07-30 20:53:52,1143.02300384259,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,1,"Old",0
9173,2,1,3,1,2018-07-12 08:00:00,2013-02-18 06:26:06,1970.06520549769,NA,99,1,1,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,2,2,"Old",0
9626,1,1,2,1,2019-03-29 09:42:00,2014-09-18 12:03:59,1652.9013983912,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,2,"New",0
9654,1,26,8,3,2018-08-12 18:55:00,2017-10-09 02:59:07,307.663797372685,NA,99,2,1,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,2,"Old",0
9799,6,0,1,1,2017-04-10 13:42:00,2018-10-25 11:05:19,-562.891194872685,NA,99,0,0,0,0,0,0,2000,0,0,0,0,0,10001,NA,NA,NA,0,2,1,"Old",0
9799,6,0,1,1,2017-04-10 13:42:00,2018-10-25 11:05:19,-562.891194872685,NA,99,0,0,0,0,0,0,2000,0,0,0,0,0,99,NA,NA,NA,0,2,1,"Old",0
9900,3,16,7,4,2019-02-23 13:21:00,2017-02-20 14:45:27,732.941351736111,NA,99,0,0,0,0,0,0,625,0,0,0,0,0,10001,NA,NA,NA,0,1,2,"New",0
10376,3,2,7,1,2018-06-22 13:12:00,2014-11-21 15:46:05,1308.89298929398,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,1,"Old",0
10970,2,4,7,0,2017-05-20 09:47:00,2015-08-24 11:33:16,634.926195856481,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,0,0,"Old",0
11420,1,1,2,1,2017-07-13 13:53:00,2014-10-31 14:27:33,985.976000243056,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,2,"Old",0
11527,1,0,2,1,2017-02-21 20:04:00,2015-12-01 17:35:04,448.103416921296,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,2,"Old",0
11585,8,13,18,4,2017-09-04 16:35:00,2014-11-25 17:53:44,1013.94531923611,NA,99,7,1,0,1,0,0,NA,0,0,0,0,1,99,NA,NA,NA,1,3,2,"Old",0
11697,1,0,1,1,2018-06-06 15:32:00,2014-03-06 11:43:59,1553.15833960648,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,1,"Old",0
11834,3,2,2,1,2018-07-06 19:43:00,2017-03-28 02:20:01,465.724291053241,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,2,"Old",0
12169,4,1,2,1,2019-02-28 18:19:00,2016-12-11 17:50:01,809.020116400463,NA,99,0,0,0,1,0,0,NA,0,0,0,0,1,99,NA,NA,NA,0,2,2,"New",0
12241,4,1,6,2,2019-03-28 13:02:00,2016-06-01 14:06:06,1029.95547509259,NA,99,0,0,0,1,0,0,NA,0,0,0,0,1,99,NA,NA,NA,0,1,2,"New",0
12244,3,1,3,1,2017-10-10 10:00:00,2014-08-19 08:28:21,1148.06364456019,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,2,1,"Old",0
12383,1,0,1,1,2018-04-13 21:11:00,2016-12-28 11:20:01,471.410399201389,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,1,"Old",0
12563,4,1,5,5,2019-04-07 15:32:00,2017-09-18 15:11:43,566.014080277778,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,2,3,"New",0
12652,1,0,1,1,2018-05-07 12:55:00,2017-01-25 14:03:52,466.952167430556,NA,99,0,0,0,0,0,0,2600,0,0,0,0,0,10001,NA,NA,NA,0,1,2,"Old",0
12838,1,1,2,1,2017-02-12 19:08:00,2015-06-30 11:33:57,593.315304571759,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,2,"Old",0
13088,1,0,1,1,2018-03-24 18:53:00,2017-04-25 12:42:31,333.257276435185,NA,99,0,0,0,0,0,0,1499,0,0,0,0,0,10001,NA,NA,NA,0,3,3,"Old",0
13094,2,0,2,1,2019-04-02 14:09:00,2017-01-06 15:47:37,815.931511435185,NA,99,0,0,0,1,0,0,750,0,0,0,0,1,10001,NA,NA,NA,0,5,3,"New",0
13103,3,1,3,1,2017-11-19 16:47:00,2017-09-01 12:22:04,79.1839750231482,NA,99,2,1,0,0,0,0,505.52,0,0,0,0,0,10002,NA,NA,NA,0,4,3,"Old",0
13104,1,16,12,3,2018-08-31 13:42:00,2012-08-03 15:48:13,2218.91234412037,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,2,"Old",0
13126,3,6,5,2,2018-08-04 00:37:00,2016-04-30 01:40:40,825.95577875,NA,99,0,0,0,1,1,0,NA,0,0,0,0,1,99,NA,NA,NA,0,1,2,"Old",0
13256,6,10,5,3,2019-04-04 13:29:00,2018-11-02 10:51:39,153.109260023148,NA,99,1,1,0,0,0,0,2649,0,0,0,0,0,10001,NA,NA,NA,0,5,3,"New",0
13256,6,10,5,3,2019-04-04 13:29:00,2018-11-02 10:51:39,153.109260023148,NA,99,1,1,0,0,0,0,2649,0,0,0,0,0,10001,NA,NA,NA,0,5,3,"New",0
13365,2,2,10,1,2019-02-04 13:37:00,2019-02-04 13:26:34,0.00724063657407407,720.945950162037,2,2,1,0,0,0,0,NA,0,0,0,0,0,99,1,2019-02-04 13:26:34,975,1,1,1,"New",1
13381,1,0,1,1,2019-04-07 21:01:00,2012-04-19 15:56:53,2544.21119078704,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,1,"New",0
13397,2,4,13,1,2018-11-24 00:19:00,2012-06-22 15:12:15,2345.37967847222,NA,99,0,0,0,1,0,0,NA,0,0,0,0,1,99,NA,NA,NA,0,1,1,"New",0
13589,7,9,7,2,2018-08-20 23:15:00,2018-08-17 00:40:27,3.94065716435185,23.0174777314815,2,3,1,0,0,0,0,NA,0,0,0,0,0,99,1,2018-01-09 03:45:56,649,0,4,3,"Old",1
13623,2,1,2,1,2018-11-26 11:25:00,2017-03-08 14:18:57,627.8791959375,NA,99,0,0,0,0,0,0,449,0,0,0,0,0,10002,NA,NA,NA,0,1,1,"New",0
13748,1,1,3,1,2019-04-02 12:22:00,2018-08-01 15:28:12,243.870686956019,NA,99,1,1,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,2,"New",0
13864,1,1,5,1,2018-07-02 12:56:00,2016-03-17 16:28:01,836.852757083333,NA,99,1,1,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,1,"Old",0
13871,3,7,24,3,2019-04-03 22:45:00,2013-06-15 16:16:29,2118.26979185185,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,3,"New",0
13983,11,29,31,3,2019-03-22 14:18:00,2018-10-15 18:04:26,157.842747962963,184.884507453704,2,4,1,0,0,0,0,700,0,0,0,0,0,10001,NA,2018-08-27 17:36:07,700,2,5,5,"New",1
13986,4,1,2,1,2017-03-25 12:06:00,2013-01-14 12:12:55,1530.99519435185,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,2,"Old",0
14001,1,12,10,4,2019-04-08 17:27:00,2015-05-22 13:29:15,1417.1651003125,NA,99,0,0,0,1,0,0,NA,0,0,0,0,1,99,NA,NA,NA,0,1,1,"New",0
14078,1,1,5,1,2019-01-03 15:23:00,2018-09-10 13:34:36,115.075271134259,NA,99,0,0,0,0,0,0,321.43,0,0,0,0,0,10002,NA,NA,NA,0,1,1,"New",0
14095,2,16,12,1,2018-08-30 16:52:00,2018-08-30 17:23:47,-0.0220741435185185,NA,99,0,0,0,0,0,0,450,0,0,0,0,0,10002,NA,NA,NA,1,2,5,"Old",0
14104,2,0,1,1,2019-04-08 12:01:00,2014-11-22 01:12:29,1598.45035420139,NA,99,0,0,0,1,0,0,NA,0,0,0,0,1,99,NA,NA,NA,0,1,1,"New",0
14118,1,2,7,0,2019-01-27 00:43:00,2018-11-14 07:50:02,73.7034416782407,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,0,0,"New",0
14143,9,5,17,3,2019-04-08 19:22:00,2016-12-12 15:24:08,847.165182013889,NA,99,0,0,0,1,0,0,NA,0,0,0,0,1,99,NA,NA,NA,0,2,4,"New",0
14240,1,30,34,5,2019-02-18 14:22:00,2012-12-05 11:25:20,2266.12267431713,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,3,"New",0
14275,1,0,1,1,2017-02-05 14:51:00,2012-12-11 11:17:36,1517.14819175926,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,1,"Old",0
14361,3,1,2,1,2019-02-28 19:51:00,2014-12-04 17:41:01,1547.09025790509,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,3,2,"New",0
14430,5,1,2,1,2017-08-16 13:31:00,2013-02-07 15:29:19,1650.91782959491,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,2,2,"Old",0
14627,2,4,4,3,2019-03-18 20:30:00,2016-04-20 13:36:30,1062.28715212963,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,2,"New",0
14647,3,1,2,2,2018-07-12 16:12:00,2012-12-17 11:32:14,2033.1942796875,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,2,1,"Old",0
14684,2,4,12,1,2018-09-24 22:10:00,2015-01-28 14:55:20,1335.30184138889,NA,99,9,1,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,2,"Old",0
14713,1,0,1,1,2017-08-28 15:35:00,2015-07-06 10:25:14,784.215105787037,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,1,"Old",0
14746,1,39,11,1,2017-06-28 16:15:00,2015-11-18 16:27:17,587.991463611111,NA,99,1,1,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,3,"Old",0
14764,7,2,8,1,2019-04-07 03:52:00,2018-11-25 15:59:12,132.49499099537,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,3,3,"New",0
14795,4,5,11,4,2019-04-07 20:46:00,2018-07-10 17:50:33,271.121835717593,NA,99,0,0,0,0,0,0,169,0,0,0,0,0,10002,NA,NA,NA,0,3,4,"New",0
14823,11,2,6,2,2019-02-01 23:06:00,2016-06-23 15:58:17,953.297016840278,NA,99,4,1,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,2,2,"New",0
14837,2,3,12,1,2018-10-31 12:50:00,2018-08-10 15:27:24,81.8906860185185,NA,99,0,0,0,0,0,0,1798,0,0,0,0,0,10001,NA,NA,NA,0,2,3,"Old",0
14865,1,1,6,5,2019-03-21 10:39:00,2012-08-10 15:34:31,2413.79477391204,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,1,"New",0
15031,2,1,2,1,2017-07-25 18:33:00,2015-11-05 12:12:46,628.264044074074,NA,99,0,0,0,1,0,0,NA,0,0,0,0,1,99,NA,NA,NA,0,1,2,"Old",0
15288,2,5,6,1,2019-03-16 00:03:00,2018-03-12 14:51:09,368.383218449074,NA,99,3,1,0,0,0,0,5675,0,0,0,0,0,38,NA,NA,NA,0,2,2,"New",0
15288,2,5,6,1,2019-03-16 00:03:00,2018-03-12 14:51:09,368.383218449074,NA,99,3,1,0,0,0,0,5675,0,0,0,0,0,10002,NA,NA,NA,0,2,2,"New",0
15309,2,3,11,1,2019-03-27 16:49:00,2016-06-28 18:52:44,1001.91406804398,NA,99,3,1,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,1,"New",0
15335,4,3,8,2,2017-07-14 01:40:00,2014-09-11 13:10:54,1036.52020303241,NA,99,3,1,0,1,0,0,NA,0,0,0,0,1,99,NA,NA,NA,0,1,2,"Old",0
15488,23,30,15,6,2019-04-08 00:47:00,2018-03-08 19:20:01,395.22706974537,NA,99,0,0,0,1,0,0,NA,0,0,0,0,1,99,NA,NA,NA,0,4,5,"New",0
15489,1,1,4,0,2017-09-13 14:32:00,2014-02-26 13:40:51,1295.03551707176,NA,99,2,1,0,0,0,1,NA,0,0,0,0,0,99,NA,NA,NA,0,0,0,"Old",0
15686,2,5,7,2,2017-02-07 15:41:00,2013-11-07 16:18:42,1187.97381033565,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,1,4,"Old",0
15812,2,1,2,1,2018-07-03 14:52:00,2018-01-02 11:39:15,182.133846215278,NA,99,0,0,0,0,0,0,269,0,0,0,0,0,10002,NA,NA,NA,0,1,5,"Old",0
15815,2,1,4,1,2017-09-20 19:58:00,2013-01-11 15:08:44,1713.20087248843,NA,99,0,0,0,0,0,1,NA,0,0,0,0,0,99,NA,NA,NA,0,2,2,"Old",0
15825,1,11,14,2,2019-03-05 15:15:00,2018-06-30 19:29:09,247.823505810185,NA,99,0,0,0,0,0,0,NA,0,0,0,0,0,99,NA,NA,NA,0,2,5,"New",0
15893,5,2,3,3,2019-04-04 13:53:00,2018-12-01 11:42:58,124.090296793981,NA,99,0,0,0,0,0,0,3138,0,0,0,0,0,10002,NA,NA,NA,0,1,2,"New",0
15893,5,2,3,3,2019-04-04 13:53:00,2018-12-01 11:42:58,124.090296793981,NA,99,0,0,0,0,0,0,3138,0,0,0,0,0,10002,NA,NA,NA,0,1,2,"New",0
