"customer_id_g","purchase","sessions","duration","page_view","search","search_bi","flag_policy_bi","flag_specials_bi","flag_a_bi","flag_sum","cart","product_view_distinct","quoteback","repeat_product_view_sessions","repeat_product_view_single_session"
99741,0,8,46,31,12,1,1,1,0,1,0,5,0,5,3
105671,0,4,2,9,0,0,0,0,0,0,0,1,0,2,1
83092,0,2,1,2,0,0,0,0,0,0,0,1,0,1,2
98117,1,18,14,17,2,1,0,0,0,0,0,3,0,5,4
89821,1,7,19,20,8,1,1,1,0,1,1,2,0,3,5
108474,0,1,1,3,1,1,0,0,0,0,0,1,0,1,2
17697,0,1,12,2,0,0,0,0,0,0,0,1,0,1,2
42392,0,1,1,2,0,0,0,0,0,0,0,1,0,1,2
107419,0,1,34,5,0,0,0,0,0,0,0,1,0,1,5
94122,0,1,6,8,0,0,0,1,0,1,0,1,1,1,2
95326,0,1,23,25,0,0,0,0,0,0,1,1,0,1,3
68943,0,2,1,9,0,0,0,0,0,0,0,1,0,1,2
96457,0,2,1,4,0,0,0,0,0,0,0,1,0,1,2
21274,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
47295,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
57465,0,4,6,3,0,0,0,0,0,0,0,1,0,1,3
104283,1,37,46,51,12,1,1,1,0,1,2,5,0,5,4
52394,0,1,1,5,0,0,0,0,0,0,0,1,0,1,2
17890,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
94083,0,2,23,35,0,0,0,0,0,0,0,8,0,1,3
19608,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
111058,0,1,26,23,0,0,0,0,0,0,0,6,0,1,3
103393,0,4,1,2,0,0,0,0,0,0,0,1,0,2,2
105720,0,2,5,21,2,1,0,0,0,0,1,1,0,1,3
62280,0,2,1,2,0,0,0,0,0,0,0,1,0,2,2
79177,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
60663,0,3,1,3,0,0,0,0,0,0,0,2,0,1,3
111624,0,2,10,8,0,0,0,0,0,0,0,1,0,2,3
110291,0,1,1,3,0,0,0,0,0,0,0,3,0,1,1
99996,0,1,1,2,0,0,0,0,0,0,0,1,0,1,2
107352,0,3,15,3,0,0,0,0,1,1,0,2,0,2,2
96949,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
13475,0,1,1,2,0,0,0,0,0,0,0,1,0,1,2
12525,0,1,1,4,0,0,0,0,0,0,0,1,0,1,1
104221,0,2,19,22,0,0,1,1,0,1,0,5,0,1,2
54955,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
39950,0,3,0,1,0,0,0,0,0,0,0,1,0,2,1
95056,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
94919,1,9,30,19,9,1,0,1,0,1,0,2,1,3,3
83367,0,2,9,13,0,0,0,1,0,1,1,1,0,1,2
22840,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
8548,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
83806,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
86908,0,1,4,4,0,0,0,0,0,0,0,1,0,1,1
17407,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
103701,0,4,21,31,0,0,1,1,0,1,0,1,0,1,5
34852,0,4,1,2,0,0,0,0,0,0,0,1,0,2,2
101521,0,1,0,2,0,0,0,0,0,0,0,2,0,1,1
47571,0,1,2,8,0,0,0,0,0,0,0,4,0,1,2
86420,0,2,1,2,0,0,0,0,0,0,0,2,0,1,1
92438,0,1,0,2,0,0,0,0,0,0,0,1,0,1,2
107957,0,6,16,65,29,1,0,1,0,1,0,8,0,3,3
100859,0,2,6,8,2,1,0,0,0,0,0,2,0,1,4
97350,0,1,22,7,0,0,0,0,0,0,0,3,0,1,2
61252,0,2,1,3,0,0,0,0,0,0,0,1,0,2,2
83103,0,1,1,2,0,0,0,0,0,0,0,1,0,1,1
13184,0,2,2,3,0,0,0,0,0,0,0,1,0,1,3
74966,0,2,1,4,0,0,0,0,0,0,0,1,0,1,2
24751,0,4,6,11,0,0,0,1,0,1,0,1,0,2,3
88927,0,4,1,2,0,0,0,0,0,0,0,1,0,1,1
106810,0,2,1,2,2,1,0,0,0,0,0,1,0,1,1
108431,0,1,3,14,2,1,0,0,0,0,1,2,0,1,2
91800,0,1,1,6,0,0,0,0,0,0,0,2,0,1,2
96798,0,1,0,2,0,0,0,0,0,0,0,1,0,1,2
107835,0,1,7,21,0,0,0,0,0,0,0,3,0,1,2
88721,0,5,17,2,1,1,0,0,0,0,0,1,0,2,2
58383,0,1,1,3,0,0,0,0,0,0,0,1,0,1,2
18751,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
37782,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
11157,0,1,1,3,0,0,0,0,0,0,0,1,0,1,1
109275,0,4,14,31,0,0,0,0,0,0,0,4,0,1,4
96274,0,3,1,2,0,0,0,0,0,0,0,1,0,3,2
12045,0,1,1,2,0,0,0,0,0,0,0,1,0,1,2
106051,0,1,0,2,0,0,0,0,0,0,0,1,0,1,1
22389,0,1,1,2,0,0,0,0,0,0,0,1,0,1,2
45788,0,2,0,3,0,0,0,0,0,0,0,1,0,1,1
95168,0,5,2,6,2,1,0,0,0,0,0,2,0,1,1
19870,0,1,0,3,0,0,0,0,0,0,0,2,0,1,1
40392,0,1,1,2,0,0,0,0,0,0,0,2,0,1,1
76861,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
112139,0,1,5,8,5,1,0,0,0,0,0,1,1,1,1
111241,0,4,7,8,0,0,0,0,0,0,1,1,0,2,2
58616,0,2,7,12,1,1,0,1,0,1,0,3,0,1,3
88341,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
39482,0,1,6,2,0,0,0,0,0,0,0,1,0,1,2
100832,0,3,5,5,0,0,0,0,0,0,0,2,0,1,4
101209,0,3,5,13,10,1,0,1,0,1,0,1,0,1,3
13030,0,3,5,9,0,0,0,0,0,0,0,3,0,1,2
103634,0,3,2,3,0,0,0,0,0,0,0,2,0,2,2
102513,0,4,3,9,1,1,0,0,0,0,0,1,0,1,2
106749,0,7,7,9,2,1,0,0,0,0,0,2,0,2,3
102628,0,1,5,21,1,1,1,1,0,1,0,2,0,1,2
55263,0,2,1,2,0,0,0,0,0,0,0,1,0,1,2
107423,0,8,18,17,3,1,0,0,1,1,0,4,0,5,2
18452,0,2,6,11,9,1,0,0,0,0,0,4,0,1,2
101716,0,5,11,15,1,1,0,1,0,1,1,1,1,1,2
99992,0,3,4,6,0,0,0,1,0,1,0,2,0,1,2
38437,0,1,1,2,0,0,0,0,0,0,0,1,0,1,2
36595,0,4,0,1,0,0,0,0,0,0,0,1,0,4,1
20252,0,1,0,3,0,0,0,0,0,0,1,1,0,1,1
97408,0,8,44,32,0,0,0,1,0,1,0,4,0,2,2
97134,0,4,2,10,0,0,0,0,0,0,0,2,0,1,3
62153,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
17146,0,2,0,4,0,0,0,0,0,0,0,2,0,2,1
83609,0,1,2,8,0,0,0,0,0,0,0,3,0,1,1
45082,0,1,1,2,0,0,0,0,0,0,0,2,0,1,1
44969,0,2,3,3,0,0,0,0,0,0,0,1,0,1,1
112207,0,3,45,63,11,1,0,0,0,0,0,8,0,2,4
98970,0,2,1,2,0,0,0,0,0,0,0,1,0,2,2
98237,0,2,7,12,2,1,0,0,0,0,1,1,0,1,2
103398,0,8,18,31,0,0,0,1,0,1,0,3,0,3,5
102880,0,4,14,34,0,0,1,0,0,1,0,5,0,2,3
111275,0,1,57,80,2,1,0,0,0,0,1,1,0,1,5
58669,0,1,4,2,0,0,0,0,0,0,0,1,0,1,1
60423,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
104430,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
55261,0,2,0,1,0,0,0,0,0,0,0,1,0,1,1
54206,0,1,1,2,0,0,0,0,0,0,0,1,0,1,1
111996,0,3,2,5,0,0,0,1,0,1,0,1,0,1,2
92807,0,3,26,37,0,0,0,0,0,0,1,2,0,1,1
103004,0,6,11,15,4,1,1,0,0,1,0,3,0,2,3
111077,0,3,1,5,3,1,0,0,0,0,0,2,0,1,1
49875,0,2,0,1,0,0,0,0,0,0,0,1,0,2,1
106607,0,3,5,15,0,0,0,0,0,0,0,5,0,1,2
103378,0,2,9,7,0,0,0,0,0,0,1,1,0,1,2
95492,1,1,43,59,2,1,1,1,0,1,2,3,1,1,4
20020,0,2,0,1,0,0,0,0,0,0,0,1,0,1,1
100784,0,1,3,10,1,1,0,0,0,0,1,1,0,1,1
25587,0,8,46,7,0,0,0,0,0,0,1,2,1,5,2
53562,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
65083,0,1,16,2,0,0,0,0,0,0,0,1,0,1,2
70864,0,6,2,7,0,0,0,0,0,0,0,1,0,1,2
61983,0,2,1,3,0,0,0,0,0,0,0,1,0,1,3
95842,0,3,11,9,5,1,0,0,0,0,0,2,0,1,2
87654,0,1,6,7,0,0,0,1,0,1,0,2,0,1,2
106295,0,2,1,11,0,0,0,0,0,0,1,1,0,2,2
96460,1,1,2,9,4,1,0,0,0,0,0,1,0,1,2
92026,0,2,2,12,0,0,0,0,0,0,0,2,0,1,3
105934,0,3,3,8,5,1,0,0,0,0,0,1,1,1,2
42125,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
7711,0,3,13,7,2,1,0,0,0,0,0,3,0,1,4
17594,0,5,0,3,0,0,0,0,0,0,0,1,0,2,1
106755,0,2,23,15,1,1,1,0,0,1,0,1,0,1,1
63625,0,1,1,2,0,0,0,0,0,0,0,1,0,1,2
94857,0,3,12,24,5,1,0,1,0,1,1,4,0,1,2
71744,0,3,10,2,0,0,0,0,0,0,0,1,0,3,2
94624,0,1,6,6,0,0,0,0,0,0,0,4,0,1,2
63881,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
74877,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
20527,0,3,3,6,0,0,0,0,0,0,0,5,0,3,2
103703,0,3,1,3,0,0,0,1,0,1,0,1,0,1,1
104457,0,1,1,3,0,0,0,0,0,0,0,3,0,1,1
94348,0,2,1,2,0,0,0,0,0,0,0,2,0,1,1
50203,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
112896,0,1,26,17,3,1,1,1,1,1,0,3,0,1,2
54926,0,1,1,11,0,0,0,0,0,0,0,1,0,1,2
109177,0,3,6,18,2,1,0,0,0,0,0,1,0,1,3
97569,0,14,27,38,3,1,1,1,0,1,0,4,1,5,5
102777,0,1,3,9,0,0,0,1,0,1,0,1,0,1,1
96904,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
16277,0,1,2,6,0,0,1,0,0,1,0,2,0,1,3
80452,0,2,18,6,0,0,0,0,0,0,0,1,0,1,2
95528,0,7,49,44,1,1,0,1,0,1,0,7,0,3,3
22932,0,2,0,1,0,0,0,0,0,0,0,1,0,2,1
33212,0,1,0,3,0,0,0,0,0,0,0,1,0,1,1
92657,0,1,14,27,6,1,0,1,0,1,1,3,0,1,2
35827,0,1,2,6,0,0,0,0,0,0,0,1,0,1,1
92037,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
39118,0,1,1,2,0,0,0,0,0,0,0,1,0,1,2
86675,0,2,0,1,0,0,0,1,0,1,0,1,0,1,1
112957,0,20,49,153,5,1,0,1,0,1,0,8,0,5,5
66070,1,5,20,11,3,1,1,1,0,1,0,1,0,1,2
100115,0,2,2,3,0,0,0,0,0,0,0,2,0,1,2
108750,0,2,3,14,0,0,0,0,0,0,1,1,0,1,2
38953,0,1,1,2,0,0,0,0,0,0,0,1,0,1,2
84665,0,2,1,2,0,0,0,0,0,0,0,1,0,1,1
102800,0,6,4,22,0,0,0,0,0,0,0,2,0,2,2
46170,0,14,33,35,0,0,0,0,0,0,0,1,0,2,2
62047,0,2,2,5,0,0,0,1,0,1,0,1,0,1,2
18142,0,2,1,2,0,0,0,0,0,0,0,1,0,1,2
54562,0,3,4,3,0,0,0,0,0,0,0,1,0,3,3
97239,0,2,15,50,5,1,0,1,0,1,1,8,0,1,2
19217,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
109245,0,4,28,29,0,0,0,1,0,1,1,2,0,1,5
101661,0,3,1,2,0,0,0,0,0,0,0,1,0,1,2
60881,0,2,1,3,1,1,0,1,0,1,0,1,0,1,1
61836,0,3,1,2,0,0,0,1,0,1,0,1,0,1,2
108284,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
44541,0,4,4,4,0,0,0,0,0,0,0,1,0,4,4
18331,0,2,2,9,0,0,1,1,0,1,0,1,0,1,1
24093,0,1,2,4,0,0,0,0,0,0,0,3,0,1,2
112833,0,4,3,8,1,1,0,0,0,0,0,2,1,1,3
29788,0,1,1,2,0,0,0,0,0,0,0,1,0,1,2
56284,0,2,12,12,0,0,0,0,0,0,0,1,0,1,2
13983,1,11,29,31,4,1,0,0,0,0,2,3,0,4,3
96646,0,1,1,2,0,0,0,0,0,0,0,1,0,1,2
83434,0,2,0,1,0,0,0,0,0,0,0,1,0,1,1
62037,0,2,1,2,0,0,0,0,0,0,0,1,0,1,2
72159,0,2,8,5,0,0,0,0,0,0,0,4,0,1,2
80655,0,1,9,4,0,0,0,0,0,0,0,2,0,1,2
98748,0,2,1,3,0,0,0,0,0,0,0,1,0,1,2
100354,0,3,21,26,12,1,1,0,0,1,0,3,0,2,2
97922,0,5,33,53,12,1,0,1,0,1,3,5,0,1,4
55073,0,3,1,2,0,0,0,0,0,0,0,1,0,1,2
9386,0,2,0,2,0,0,0,0,0,0,0,2,0,2,1
102591,0,2,17,28,0,0,0,1,0,1,1,1,0,2,5
23209,0,4,6,14,0,0,0,1,0,1,0,2,0,1,2
112382,0,1,14,18,0,0,0,0,0,0,1,1,0,1,1
64167,0,2,0,1,0,0,0,0,0,0,0,1,0,1,1
57966,0,1,1,2,0,0,0,0,0,0,0,1,0,1,2
98011,0,1,32,43,0,0,0,1,0,1,1,2,0,1,5
109714,0,5,2,4,0,0,0,1,0,1,0,1,0,1,2
54130,0,4,2,4,0,0,0,0,0,0,0,1,0,1,3
5291,0,4,1,2,0,0,0,0,0,0,0,1,0,4,2
108855,0,7,3,8,0,0,0,0,0,0,0,5,0,2,2
106566,0,5,7,20,0,0,0,0,0,0,0,2,0,1,3
62016,0,1,1,2,0,0,0,0,0,0,0,1,0,1,2
24042,0,2,2,6,0,0,0,0,0,0,0,5,0,1,2
110326,0,5,9,24,3,1,0,0,0,0,2,3,0,4,3
15479,0,2,1,9,0,0,0,0,0,0,0,1,0,2,2
12389,0,2,0,1,0,0,0,0,0,0,0,1,0,2,1
49393,0,1,2,6,0,0,0,0,0,0,0,1,0,1,2
56110,0,5,1,3,0,0,0,0,0,0,0,1,0,2,2
21831,0,2,3,5,1,1,0,0,0,0,0,1,0,1,1
99475,0,1,4,11,2,1,0,0,0,0,0,1,0,1,2
41422,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
33065,1,3,12,7,0,0,0,0,0,0,0,1,0,1,3
94474,0,2,1,3,0,0,0,1,0,1,0,1,0,1,2
102054,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
13071,0,2,0,1,0,0,0,0,0,0,0,1,0,1,1
110890,0,4,10,23,1,1,0,0,0,0,0,4,0,2,3
87982,0,1,1,5,0,0,0,0,0,0,0,1,0,1,2
68859,0,3,29,2,0,0,0,0,0,0,0,1,0,2,2
9041,0,3,1,2,0,0,0,0,0,0,0,1,0,2,2
105691,0,1,1,3,0,0,0,0,0,0,0,2,0,1,2
39056,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
16332,0,2,10,15,0,0,0,1,0,1,0,3,0,1,3
110701,0,1,4,15,0,0,0,0,0,0,1,1,0,1,1
38152,0,3,0,4,0,0,0,0,0,0,0,2,0,1,1
108119,0,5,3,8,1,1,0,0,0,0,0,1,0,2,2
36549,0,2,0,1,0,0,0,0,0,0,0,1,0,2,1
95815,0,3,2,4,2,1,0,0,0,0,0,1,0,1,1
98683,0,2,0,1,0,0,0,0,0,0,0,1,0,1,1
111356,0,2,0,2,0,0,0,0,0,0,0,1,1,2,1
75072,0,1,23,4,0,0,0,0,0,0,0,2,0,1,2
64049,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
106847,0,2,13,3,0,0,0,0,0,0,0,1,0,1,1
11468,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
113373,0,3,4,9,0,0,0,0,0,0,1,1,0,2,3
100371,0,1,2,3,0,0,0,0,0,0,0,2,0,1,2
7545,0,2,14,12,0,0,1,0,0,1,0,1,0,1,2
39541,0,1,0,3,0,0,0,1,0,1,0,1,0,1,1
102315,0,4,8,12,0,0,1,1,0,1,0,1,0,2,1
50717,0,2,1,2,0,0,0,0,0,0,0,1,0,2,2
96363,0,4,5,3,0,0,0,0,0,0,0,1,0,2,1
112136,0,5,4,17,1,1,0,1,0,1,0,3,0,1,2
81175,0,3,2,3,0,0,0,0,0,0,0,2,0,2,2
111884,0,1,3,20,1,1,0,0,0,0,1,1,0,1,2
105970,0,18,57,40,2,1,0,1,0,1,0,5,0,5,5
105476,0,3,52,40,0,0,1,1,0,1,0,4,0,1,3
112498,0,2,6,21,0,0,0,0,0,0,1,1,0,2,3
99669,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
110392,0,3,27,21,0,0,0,1,0,1,0,5,0,2,4
61197,0,3,1,2,0,0,0,0,0,0,0,1,0,2,2
23966,1,3,18,39,12,1,0,0,0,0,0,4,0,1,2
18743,0,2,0,1,0,0,0,0,0,0,0,1,0,2,1
58843,0,2,1,2,0,0,0,0,0,0,0,1,0,2,2
105497,0,2,4,18,2,1,0,1,0,1,0,1,0,2,3
99495,0,1,1,2,0,0,0,0,0,0,0,1,0,1,2
22457,0,2,1,2,0,0,0,0,0,0,0,1,0,1,2
51931,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
64893,0,2,1,5,2,1,0,1,0,1,0,2,0,1,2
75118,0,4,18,8,0,0,0,0,0,0,0,1,1,2,2
112649,0,34,28,34,11,1,0,0,0,0,0,5,1,5,4
56084,0,3,6,5,1,1,0,1,0,1,0,4,0,1,2
83442,0,1,2,6,0,0,0,0,0,0,0,2,0,1,2
72925,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
107215,0,2,1,3,0,0,0,0,0,0,0,1,0,2,1
85219,0,1,1,2,0,0,0,0,0,0,0,1,0,1,2
108508,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
108288,0,2,6,5,0,0,0,0,0,0,0,1,0,2,4
58653,0,25,22,14,5,1,0,0,0,0,0,3,0,5,4
100894,0,2,6,4,0,0,0,0,0,0,0,1,0,1,2
97523,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
96595,0,3,32,88,1,1,0,0,0,0,0,8,0,1,4
99255,0,1,5,9,3,1,0,0,0,0,1,1,0,1,1
88621,0,3,4,9,0,0,0,0,0,0,0,4,0,1,3
49601,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
9584,0,1,0,3,2,1,0,0,0,0,0,1,0,1,1
39302,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
92290,0,2,38,57,3,1,0,0,0,0,1,2,0,1,1
113300,0,12,50,56,1,1,0,0,0,0,0,8,0,2,3
13690,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
102653,0,5,2,6,2,1,0,0,0,0,0,2,0,3,2
111931,1,10,32,46,8,1,0,0,0,0,0,3,0,5,5
50960,0,1,2,6,0,0,0,0,0,0,0,2,0,1,2
83343,0,1,1,7,0,0,0,0,0,0,0,1,0,1,1
109301,0,1,2,5,0,0,0,0,0,0,0,1,0,1,1
58960,0,1,1,3,0,0,0,0,0,0,0,1,0,1,2
100225,0,3,8,12,10,1,0,0,0,0,0,1,0,1,4
44432,0,1,4,5,0,0,0,0,0,0,0,5,0,1,1
113257,0,1,4,15,0,0,0,0,0,0,1,1,0,1,2
37556,0,1,2,8,0,0,0,0,0,0,0,2,0,1,3
80098,0,2,4,2,0,0,0,0,0,0,0,1,0,1,2
91069,0,2,4,14,0,0,0,0,0,0,0,2,0,1,1
111513,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
21044,0,1,1,2,0,0,0,0,0,0,0,1,0,1,2
14034,0,2,13,21,2,1,0,0,0,0,0,7,0,2,2
42122,0,5,2,4,0,0,0,1,0,1,0,1,0,1,1
82108,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
42386,0,1,0,3,0,0,0,0,0,0,0,1,0,1,1
87926,0,3,1,2,0,0,0,0,0,0,0,1,0,1,2
90058,0,4,12,29,6,1,0,0,0,0,1,4,0,2,2
28681,0,1,2,3,0,0,0,0,0,0,0,1,0,1,2
92529,1,11,18,41,3,1,0,1,0,1,0,5,0,5,5
112604,0,2,9,29,2,1,0,0,0,0,1,3,0,1,2
96521,0,1,1,5,0,0,0,0,0,0,0,1,0,1,2
68674,0,2,1,2,0,0,0,0,0,0,0,1,0,1,2
9738,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
53806,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
18607,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
96778,0,4,1,4,0,0,0,0,0,0,0,1,0,1,1
102388,0,3,12,8,0,0,0,0,0,0,0,4,0,2,4
61170,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
38562,0,1,1,2,0,0,0,0,0,0,0,1,0,1,2
102294,0,2,5,13,2,1,0,1,0,1,0,2,0,1,2
93113,0,3,21,2,0,0,0,0,0,0,0,2,0,2,1
91135,0,7,22,12,1,1,1,0,0,1,0,1,0,3,2
16451,0,2,1,3,0,0,0,0,0,0,0,2,0,1,2
21458,0,2,10,16,0,0,0,1,0,1,0,4,0,1,1
106493,0,1,5,13,2,1,1,0,0,1,0,1,0,1,2
95593,0,3,7,15,2,1,0,0,0,0,0,2,0,1,3
92091,0,2,1,2,0,0,0,0,0,0,0,1,0,2,2
110126,0,2,6,29,0,0,0,1,0,1,0,4,0,1,2
61901,0,2,0,1,0,0,0,0,0,0,0,1,0,1,1
73868,0,8,15,3,0,0,0,0,0,0,0,1,0,4,2
15696,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
96947,0,1,4,13,0,0,0,0,0,0,2,1,0,1,1
111786,0,2,1,4,0,0,0,0,0,0,0,2,0,1,2
10030,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
25722,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
102189,0,3,0,2,0,0,0,0,0,0,0,2,0,1,1
95120,0,1,4,6,0,0,0,0,0,0,0,1,0,1,2
109611,0,9,54,101,4,1,0,1,0,1,3,8,0,2,5
64456,0,4,5,8,0,0,0,0,0,0,0,5,0,1,2
111592,0,5,3,3,0,0,0,1,0,1,0,2,0,2,2
51444,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
35950,0,2,1,2,0,0,0,0,0,0,0,1,0,2,2
111373,0,15,5,17,2,1,0,0,0,0,0,3,0,3,2
62005,0,3,1,3,0,0,0,0,0,0,0,1,0,1,2
52386,0,1,1,2,0,0,0,0,0,0,0,1,0,1,2
78088,0,5,1,3,0,0,0,0,0,0,0,2,0,2,2
95277,0,5,4,22,1,1,0,0,0,0,0,8,0,2,3
102792,0,3,14,23,0,0,1,1,0,1,0,5,0,1,2
92360,1,9,45,34,0,0,1,1,0,1,0,7,0,2,3
33493,0,2,1,2,0,0,0,0,0,0,0,1,0,2,2
95648,0,3,49,17,1,1,0,1,0,1,0,5,0,2,2
18025,0,2,2,2,0,0,0,0,0,0,0,2,0,1,1
88096,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
86787,0,2,0,1,0,0,0,0,0,0,0,1,0,2,1
63605,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
19521,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
12205,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
